year,player,career_hr
2017,Nelson Cruz,252
2017,Adam Jones,248
2017,Evan Longoria,244
2017,Justin Upton,239
2017,Jay Bruce,234
2017,Joey Votto,233
2017,Chris Davis,223
2017,Mark Reynolds,215
2017,Hanley Ramirez,214
2017,Ian Kinsler,211
2017,Brandon Phillips,196
2017,Mike Trout,196
2017,Andrew McCutchen,191
2017,Ryan Zimmerman,189
2017,Mark Trumbo,187
2017,Hunter Pence,181
2017,Carlos Santana,168
2017,Carlos Gonzalez,161
2017,Kendrys Morales,159
2017,Giancarlo Stanton,154
2017,Nick Markakis,152
2017,Anthony Rizzo,150
2017,Kyle Seager,150
2017,Todd Frazier,150
2017,Paul Goldschmidt,149
2017,Freddie Freeman,147
2017,Brian Dozier,145
2017,Shin-Soo Choo,136
2017,Alex Gordon,133
2017,Nolan Arenado,130
2017,Asdrubal Cabrera,127
2017,Eric Hosmer,127
2017,Jose Abreu,124
2017,Joe Mauer,121
2017,Manny Machado,119
2017,Chase Headley,117
2017,Jose Reyes,114
2017,Melky Cabrera,109
2017,Khris Davis,107
2017,Buster Posey,106
2017,Mitch Moreland,106
2017,Charlie Blackmon,102
2017,Daniel Murphy,102
2017,Kris Bryant,94
2017,Mike Moustakas,92
2017,Matt Carpenter,91
2017,Yadier Molina,90
2017,Marcell Ozuna,83
2017,Jose Altuve,82
2017,Brett Gardner,81
2017,Kole Calhoun,80
2017,Logan Morrison,78
2017,Justin Smoak,77
2017,Mookie Betts,73
2017,Zack Cozart,71
2017,Anthony Rendon,66
2017,Brandon Crawford,66
2017,Josh Reddick,65
2017,Adam Duvall,64
2017,George Springer,63
2017,Rougned Odor,63
2017,Jake Lamb,59
2017,Wil Myers,58
2017,Jonathan Schoop,57
2017,Christian Yelich,55
2017,Elvis Andrus,55
2017,Didi Gregorius,54
2017,Jean Segura,54
2017,Aaron Judge,52
2017,Nick Castellanos,52
2017,Corey Dickerson,51
2017,Xander Bogaerts,50
2018,Edwin Encarnacion,322
2018,Nelson Cruz,289
2018,Justin Upton,269
2018,Adam Jones,263
2018,Evan Longoria,260
2018,Joey Votto,245
2018,Chris Davis,239
2018,Mike Trout,235
2018,Ian Kinsler,225
2018,Victor Martinez,221
2018,Matt Kemp,215
2018,Andrew McCutchen,211
2018,Carlos Santana,192
2018,Giancarlo Stanton,192
2018,Paul Goldschmidt,182
2018,Anthony Rizzo,175
2018,Kyle Seager,172
2018,Freddie Freeman,170
2018,Nolan Arenado,168
2018,Brian Dozier,166
2018,Nick Markakis,166
2018,Shin-Soo Choo,157
2018,Manny Machado,156
2018,Khris Davis,155
2018,Asdrubal Cabrera,150
2018,Ian Desmond,150
2018,Alex Gordon,146
2018,Jose Abreu,146
2018,Eric Hosmer,145
2018,Ben Zobrist,139
2018,Charlie Blackmon,131
2018,Joe Mauer,127
2018,Matt Carpenter,127
2018,Bryce Harper,122
2018,Mike Moustakas,120
2018,Yadier Molina,110
2018,Marcell Ozuna,106
2018,Mookie Betts,105
2018,J.D. Martinez,103
2018,Justin Smoak,102
2018,Salvador Perez,100
2018,Kole Calhoun,99
2018,Jose Altuve,95
2018,Starlin Castro,95
2018,Brett Gardner,93
2018,Christian Yelich,91
2018,Anthony Rendon,90
2018,Jason Kipnis,87
2018,Francisco Lindor,86
2018,George Springer,85
2018,Didi Gregorius,81
2018,Eugenio Suarez,81
2018,Joey Gallo,81
2018,Rougned Odor,81
2018,Brandon Crawford,80
2018,Jose Ramirez,79
2018,Travis Shaw,79
2018,Nick Castellanos,75
2018,Starling Marte,73
2018,Xander Bogaerts,73
2018,Michael Brantley,68
2018,Yonder Alonso,67
2018,Cody Bellinger,64
2018,Corey Dickerson,64
2018,Jean Segura,64
2018,David Peralta,61
2018,Trevor Story,61
2018,Nomar Mazara,60
2018,Odubel Herrera,59
2018,Yangervis Solarte,59
2018,Jed Lowrie,58
2018,Javier Baez,57
2018,Marcus Semien,57
2018,Jackie Bradley Jr.,56
2018,Gregory Polanco,54
2018,Andrelton Simmons,53
2018,Freddy Galvis,52
2018,Marwin Gonzalez,52
2018,Eddie Rosario,51
2018,Alex Bregman,50
2018,Billy Hamilton,50
2018,Kevin Pillar,50
2019,Albert Pujols,620
2019,Miguel Cabrera,462
2019,Nelson Cruz,330
2019,Evan Longoria,280
2019,Mike Trout,280
2019,Adam Jones,279
2019,Ryan Braun,264
2019,Joey Votto,260
2019,Carlos Santana,226
2019,Paul Goldschmidt,216
2019,Nolan Arenado,209
2019,Freddie Freeman,208
2019,Anthony Rizzo,202
2019,Manny Machado,188
2019,Shin-Soo Choo,181
2019,Jose Abreu,179
2019,Khris Davis,178
2019,Asdrubal Cabrera,168
2019,Josh Donaldson,168
2019,Eric Hosmer,167
2019,Charlie Blackmon,163
2019,Alex Gordon,159
2019,Bryce Harper,157
2019,Mike Moustakas,155
2019,J.D. Martinez,139
2019,Christian Yelich,135
2019,Marcell Ozuna,135
2019,Mookie Betts,134
2019,Kole Calhoun,132
2019,Eugenio Suarez,130
2019,Jose Altuve,126
2019,Kris Bryant,125
2019,Anthony Rendon,124
2019,George Springer,124
2019,Brett Gardner,121
2019,Francisco Lindor,118
2019,Starlin Castro,117
2019,Cody Bellinger,111
2019,Rougned Odor,111
2019,Xander Bogaerts,106
2019,Jason Kipnis,104
2019,Jose Ramirez,102
2019,Nick Castellanos,102
2019,Jason Heyward,97
2019,Starling Marte,96
2019,Trevor Story,96
2019,Alex Bregman,91
2019,Brandon Crawford,91
2019,Marcus Semien,90
2019,Michael Brantley,90
2019,Javier Baez,86
2019,Dexter Fowler,85
2019,Eddie Rosario,83
2019,Trey Mancini,83
2019,Josh Reddick,79
2019,Jackie Bradley Jr.,77
2019,Jean Segura,76
2019,Freddy Galvis,75
2019,Josh Bell,75
2019,Justin Turner,75
2019,Max Kepler,75
2019,J.T. Realmuto,74
2019,DJ LeMahieu,71
2019,Kevin Pillar,71
2019,Brandon Belt,69
2019,Yasiel Puig,68
2019,Corey Seager,67
2019,Elvis Andrus,67
2019,Matt Olson,65
2019,Tommy Pham,65
2019,Kyle Schwarber,64
2019,Rhys Hoskins,63
2019,Joc Pederson,62
2019,Yuli Gurriel,62
2019,Michael Conforto,61
2019,Matt Chapman,60
2019,Eduardo Escobar,58
2019,Jonathan Villar,57
2019,Lorenzo Cain,57
2019,Tim Anderson,55
2019,Pete Alonso,53
2019,Yasmani Grandal,52
2019,Avisail Garcia,51
2019,Domingo Santana,51
2019,Wilson Ramos,51
2020,Miguel Cabrera,472
2020,Nelson Cruz,346
2020,Mike Trout,297
2020,Evan Longoria,287
2020,Joey Votto,271
2020,Carlos Santana,234
2020,Paul Goldschmidt,222
2020,Andrew McCutchen,221
2020,Freddie Freeman,221
2020,Nolan Arenado,217
2020,Anthony Rizzo,213
2020,Manny Machado,204
2020,Jose Abreu,198
2020,Kyle Seager,181
2020,Asdrubal Cabrera,176
2020,Bryce Harper,170
2020,Charlie Blackmon,169
2020,Marcell Ozuna,153
2020,Mookie Betts,150
2020,Kole Calhoun,148
2020,Christian Yelich,147
2020,J.D. Martinez,146
2020,Eugenio Suarez,145
2020,George Springer,138
2020,Anthony Rendon,133
2020,Jose Altuve,131
2020,Francisco Lindor,126
2020,Cody Bellinger,123
2020,Jose Ramirez,119
2020,Xander Bogaerts,117
2020,Nick Castellanos,116
2020,Trevor Story,107
2020,Starling Marte,102
2020,Brandon Crawford,99
2020,Marcus Semien,97
2020,Eddie Rosario,96
2020,Michael Brantley,95
2020,Javier Baez,94
2020,Didi Gregorius,91
2020,Joey Gallo,91
2020,J.T. Realmuto,85
2020,Jackie Bradley Jr.,84
2020,Max Kepler,84
2020,Jean Segura,83
2020,Josh Bell,83
2020,Josh Reddick,83
2020,Corey Seager,82
2020,DJ LeMahieu,81
2020,Adam Duvall,80
2020,Matt Olson,79
2020,Kevin Pillar,77
2020,Kyle Schwarber,75
2020,Wil Myers,73
2020,Corey Dickerson,71
2020,Michael Conforto,70
2020,Pete Alonso,69
2020,Yuli Gurriel,68
2020,David Peralta,66
2020,Tim Anderson,65
2020,Eduardo Escobar,62
2020,Yasmani Grandal,60
2020,Jonathan Villar,59
2020,Maikel Franco,57
2020,Marwin Gonzalez,57
2020,Whit Merrifield,56
2020,Ronald Acuna Jr.,55
2020,Avisail Garcia,53
2020,Trea Turner,50
2021,Miguel Cabrera,487
2021,Nelson Cruz,378
2021,Joey Votto,307
2021,Carlos Santana,253
2021,Paul Goldschmidt,253
2021,Freddie Freeman,252
2021,Nolan Arenado,251
2021,Andrew McCutchen,248
2021,Anthony Rizzo,235
2021,Manny Machado,232
2021,Jose Abreu,228
2021,Giancarlo Stanton,227
2021,Kyle Seager,216
2021,Bryce Harper,205
2021,Josh Donaldson,194
2021,Charlie Blackmon,182
2021,Eric Hosmer,179
2021,Eugenio Suarez,176
2021,J.D. Martinez,174
2021,Mookie Betts,173
2021,Jose Altuve,162
2021,Jose Ramirez,155
2021,Kris Bryant,150
2021,Nick Castellanos,150
2021,Salvador Perez,148
2021,Francisco Lindor,146
2021,Marcus Semien,142
2021,Xander Bogaerts,140
2021,Trevor Story,131
2021,Joey Gallo,129
2021,Javier Baez,125
2021,Brandon Crawford,123
2021,Adam Duvall,118
2021,Matt Olson,118
2021,Starling Marte,114
2021,Josh Bell,110
2021,Pete Alonso,106
2021,Trey Mancini,104
2021,Michael Brantley,103
2021,J.T. Realmuto,102
2021,Justin Turner,102
2021,Jean Segura,97
2021,Aaron Judge,91
2021,DJ LeMahieu,91
2021,Eduardo Escobar,90
2021,Matt Chapman,87
2021,Max Muncy,83
2021,Yuli Gurriel,83
2021,Avisail Garcia,82
2021,Tim Anderson,82
2021,Rafael Devers,81
2021,Tommy Pham,80
2021,Jonathan Schoop,79
2021,Ozzie Albies,78
2021,Trea Turner,78
2021,Jonathan Villar,77
2021,Juan Soto,76
2021,Jorge Soler,75
2021,Dansby Swanson,74
2021,David Peralta,74
2021,Jed Lowrie,72
2021,Jorge Polanco,72
2021,Vladimir Guerrero Jr.,72
2021,Elvis Andrus,70
2021,Teoscar Hernandez,70
2021,Cesar Hernandez,68
2021,Andrew Benintendi,66
2021,Chris Taylor,66
2021,Whit Merrifield,66
2021,Jesus Aguilar,65
2021,Mitch Haniger,65
2021,Randal Grichuk,65
2021,Yoan Moncada,62
2021,Austin Meadows,60
2021,Fernando Tatis Jr.,59
2021,C.J. Cron,58
2021,Ryan McMahon,56
2021,Brandon Lowe,53
2021,Willy Adames,53
2021,Carlos Correa,51
2022,Nelson Cruz,388
2022,Paul Goldschmidt,288
2022,Nolan Arenado,281
2022,Freddie Freeman,273
2022,Carlos Santana,272
2022,Anthony Rizzo,267
2022,Andrew McCutchen,265
2022,Manny Machado,264
2022,Jose Abreu,243
2022,Josh Donaldson,209
2022,Mookie Betts,208
2022,Eugenio Suarez,207
2022,Charlie Blackmon,198
2022,J.D. Martinez,190
2022,Jose Altuve,190
2022,Jose Ramirez,184
2022,Marcell Ozuna,176
2022,Francisco Lindor,172
2022,Marcus Semien,168
2022,George Springer,163
2022,Nick Castellanos,163
2022,Christian Yelich,161
2022,Xander Bogaerts,155
2022,Aaron Judge,153
2022,Matt Olson,152
2022,Pete Alonso,146
2022,Cody Bellinger,142
2022,Javier Baez,142
2022,Starling Marte,130
2022,Josh Bell,127
2022,J.T. Realmuto,124
2022,Trey Mancini,122
2022,Kyle Schwarber,121
2022,Corey Seager,115
2022,Justin Turner,115
2022,Alex Bregman,114
2022,Matt Chapman,114
2022,Eduardo Escobar,110
2022,Rafael Devers,108
2022,Max Muncy,104
2022,Vladimir Guerrero Jr.,104
2022,DJ LeMahieu,103
2022,Juan Soto,103
2022,Dansby Swanson,99
2022,Trea Turner,99
2022,Tommy Pham,97
2022,Teoscar Hernandez,95
2022,Rhys Hoskins,93
2022,Yuli Gurriel,91
2022,Jonathan Schoop,90
2022,C.J. Cron,87
2022,Elvis Andrus,87
2022,Randal Grichuk,84
2022,Willy Adames,84
2022,Jesus Aguilar,81
2022,Shohei Ohtani,80
2022,Austin Riley,79
2022,Whit Merrifield,77
2022,Ryan McMahon,76
2022,Bryan Reynolds,74
2022,Carlos Correa,73
2022,Christian Walker,72
2022,Andrew Benintendi,71
2022,Gleyber Torres,71
2022,Ronald Acuna Jr.,70
2022,Yordan Alvarez,70
2022,Cesar Hernandez,69
2022,Kyle Tucker,69
2022,Luke Voit,65
2022,Jurickson Profar,62
2022,Hunter Renfroe,60
2022,Ketel Marte,60
2022,Adolis Garcia,58
2022,Ryan Mountcastle,55
2022,Ian Happ,54
2022,Bo Bichette,53
2022,Mike Yastrzemski,52
2022,A.J. Pollock,50
2023,Paul Goldschmidt,313
2023,Nolan Arenado,307
2023,Freddie Freeman,302
2023,Carlos Santana,295
2023,Manny Machado,294
2023,Jose Abreu,261
2023,Mookie Betts,247
2023,Eugenio Suarez,229
2023,Bryce Harper,226
2023,Marcell Ozuna,216
2023,Jose Ramirez,208
2023,Matt Olson,206
2023,Francisco Lindor,203
2023,Marcus Semien,197
2023,Nick Castellanos,192
2023,Pete Alonso,192
2023,George Springer,184
2023,Christian Yelich,180
2023,Xander Bogaerts,174
2023,Salvador Perez,171
2023,Cody Bellinger,168
2023,Kyle Schwarber,168
2023,Javier Baez,151
2023,Josh Bell,149
2023,Corey Seager,148
2023,J.T. Realmuto,144
2023,Rafael Devers,141
2023,Max Muncy,140
2023,Alex Bregman,139
2023,Juan Soto,138
2023,Justin Turner,138
2023,Matt Chapman,131
2023,Vladimir Guerrero Jr.,130
2023,Trea Turner,125
2023,Shohei Ohtani,124
2023,Dansby Swanson,121
2023,Teoscar Hernandez,121
2023,DJ LeMahieu,118
2023,Eddie Rosario,117
2023,Austin Riley,116
2023,Jorge Soler,111
2023,Ozzie Albies,111
2023,Ronald Acuna Jr.,111
2023,Willy Adames,108
2023,Christian Walker,105
2023,Ryan McMahon,99
2023,Bryan Reynolds,98
2023,Kyle Tucker,98
2023,Adolis Garcia,97
2023,Gleyber Torres,96
2023,Carlos Correa,91
2023,Whit Merrifield,88
2023,Ketel Marte,85
2023,Fernando Tatis Jr.,84
2023,Tim Anderson,83
2023,Hunter Renfroe,80
2023,Andrew Benintendi,76
2023,Ian Happ,75
2023,Bo Bichette,73
2023,Jurickson Profar,71
2023,Brandon Nimmo,65
2023,Jeimer Candelario,64
2023,Randy Arozarena,63
2023,Nathaniel Lowe,62
2023,Anthony Santander,61
2023,Julio Rodriguez,60
2023,Lourdes Gurriel Jr.,56
2023,Trent Grisham,55
2023,Austin Hays,54
2023,Brandon Drury,54
2023,Amed Rosario,52
2023,Jake Cronenworth,52
2023,Orlando Arcia,52
2023,Bobby Witt Jr.,50
2023,Ty France,50
2024,Paul Goldschmidt,335
2024,Freddie Freeman,324
2024,Manny Machado,323
2024,Nolan Arenado,323
2024,Carlos Santana,318
2024,Andrew McCutchen,285
2024,Mookie Betts,266
2024,Eugenio Suarez,259
2024,Bryce Harper,256
2024,Marcell Ozuna,255
2024,Jose Ramirez,247
2024,Francisco Lindor,236
2024,Matt Olson,235
2024,Pete Alonso,226
2024,Marcus Semien,220
2024,Nick Castellanos,215
2024,Aaron Judge,211
2024,Jose Altuve,210
2024,Kyle Schwarber,206
2024,George Springer,203
2024,Salvador Perez,198
2024,Cody Bellinger,186
2024,Juan Soto,179
2024,Corey Seager,178
2024,Shohei Ohtani,178
2024,Rafael Devers,169
2024,Josh Bell,168
2024,Alex Bregman,165
2024,Vladimir Guerrero Jr.,160
2024,Matt Chapman,158
2024,Teoscar Hernandez,154
2024,Justin Turner,149
2024,Trea Turner,146
2024,Willy Adames,140
2024,Dansby Swanson,137
2024,Jorge Soler,132
2024,Christian Walker,131
2024,Adolis Garcia,122
2024,Bryan Reynolds,122
2024,Ketel Marte,121
2024,Rhys Hoskins,119
2024,Ryan McMahon,119
2024,Gleyber Torres,111
2024,Anthony Santander,105
2024,Yordan Alvarez,105
2024,Ian Happ,100
2024,Andrew Benintendi,96
2024,Jurickson Profar,95
2024,Brandon Nimmo,88
2024,Randy Arozarena,83
2024,Bobby Witt Jr.,82
2024,Julio Rodriguez,80
2024,Nathaniel Lowe,78
2024,Lourdes Gurriel Jr.,74
2024,Brent Rooker,69
2024,Jake Cronenworth,69
2024,Orlando Arcia,69
2024,Ryan Mountcastle,68
2024,Daulton Varsho,65
2024,Gunnar Henderson,65
2024,Cal Raleigh,64
2024,Jake Burger,63
2024,Ty France,63
2024,Will Smith,63
2024,Lane Thomas,60
2024,Yandy Diaz,58
2024,Andrew Vaughn,57
2024,Alex Verdugo,56
2024,Jonathan India,53
2024,Isaac Paredes,50
